author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,house_material_type,finish_type,living_meters,kitchen_meters,district,street,house_number,underground,residential_complex,price_per_m2
Whitewill,real_estate_agent,Москва,sale,flat,21,22,3,69.1,51900000.0,2025,-1,Чистовая,"40,7 м²","7,4 м²",Марьина роща,Полковая ,1С27,Савёловская,PRIDE,751085.3835021708
Villagio Realty,real_estate_agent,Москва,sale,flat,7,22,2,100.0,54000000.0,2007,-1,-1,70 м²,-1,Пресненский,Шмитовский проезд,16С1,Улица 1905 года,Шмитовский 16,540000.0
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,8,8,4,110.0,54700000.0,1915,-1,-1,80 м²,"13,5 м²",Красносельский,Большая Сухаревская площадь,16/18С1,Сухаревская,,497272.7272727273
Whitewill,real_estate_agent,Москва,sale,flat,17,34,2,51.1,54990000.0,2024,-1,-1,"29,6 м²",10 м²,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,1076125.2446183953
Whitewill,real_estate_agent,Москва,sale,flat,3,26,3,70.0,55000000.0,2025,-1,Без отделки,26 м²,18 м²,Пресненский, Пресненский Вал,27С2,Белорусская,Republic,785714.2857142857
Alliance Agency Real Estate,real_estate_agent,Москва,sale,flat,18,36,3,102.0,57000000.0,2021,-1,-1,60 м²,"27,9 м²",Хорошево-Мневники,Шелепихинская набережная,42к3,Мнёвники,FreeDOM,558823.5294117647
Kalinka Group,real_estate_agent,Москва,sale,flat,23,23,2,100.0,59000000.0,-1,-1,-1,-1,-1,Можайский,Можайское шоссе,6К1,Кунцевская,,590000.0
Villagio Realty,real_estate_agent,Москва,sale,flat,29,29,4,167.1,62500000.0,2008,-1,-1,"99,3 м²",-1,Строгино, Маршала Катукова,24к5,Строгино,Янтарный город,374027.5284260922
Kalinka Group,real_estate_agent,Москва,sale,flat,5,6,2,48.57,65569500.0,2020,-1,-1,-1,-1,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa,1350000.0
Chase R.E.S.,real_estate_agent,Москва,sale,flat,4,21,2,65.0,68000000.0,2020,-1,-1,35 м²,15 м²,Пресненский,Мантулинская ,9к6,Москва-Сити,City Park,1046153.8461538461
Villagio Realty,real_estate_agent,Москва,sale,flat,19,21,2,79.4,68400000.0,2024,-1,-1,"45,4 м²",-1,Басманный,площадь Курского Вокзала,1,Чкаловская,Дом Chkalov,861460.9571788412
Kalinka Group,real_estate_agent,Москва,sale,flat,5,9,2,74.0,69500000.0,-1,-1,-1,"59,9 м²","9,1 м²",Мещанский,Малая Сухаревская площадь,1С1,Сухаревская,,939189.1891891892
One Moscow,real_estate_agent,Москва,sale,flat,9,20,3,94.0,69500000.0,2022,-1,-1,59 м²,25 м²,Беговой,Бумажный проезд,4,Белорусская,Клубный дом SOHO+NOHO,739361.7021276596
Villagio Realty,real_estate_agent,Москва,sale,flat,7,24,3,90.3,69900000.0,-1,-1,-1,"54,2 м²",-1,Даниловский,Летниковская ,9,Павелецкая,HIGH LIFE,774086.3787375415
ALVO Group,real_estate_agent,Москва,sale,flat,13,21,4,116.7,70000000.0,2025,-1,Без отделки,74 м²,"18,5 м²",Хорошево-Мневники,проезд Проектируемый № 1074,,Терехово ,Остров,599828.6203941731
Villagio Realty,real_estate_agent,Москва,sale,flat,6,9,3,190.3,71000000.0,2008,-1,-1,130 м²,-1,Басманный,набережная Академика Туполева,15,Бауманская,Каскад,373095.112979506
Moscow Estate Group,real_estate_agent,Москва,sale,flat,2,22,4,115.6,74000000.0,2019,-1,-1,73 м²,18 м²,Алексеевский,Маломосковская ,14,ВДНХ,1147,640138.4083044983
Alliance Agency Real Estate,real_estate_agent,Москва,sale,flat,6,30,4,127.5,75000000.0,-1,-1,-1,"88,6 м²",15 м²,Якиманка,Мытная ,40к4,Серпуховская,Sky House,588235.2941176471
Whitewill,real_estate_agent,Москва,sale,flat,7,40,3,93.4,75000000.0,-1,-1,-1,57 м²,"13,4 м²",Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ,802997.8586723768
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,6,12,5,116.0,76000000.0,1963,-1,-1,79 м²,9 м²,Хамовники,Ростовская набережная,5,Киевская,,655172.4137931034
Lars Real Estate,real_estate_agent,Москва,sale,flat,18,18,3,108.0,78000000.0,-1,-1,-1,69 м²,34 м²,Хорошевский,Ленинградский проспект,37/2,ЦСКА,Прайм Парк,722222.2222222222
Soul Estate,real_estate_agent,Москва,sale,flat,4,7,2,66.1,77966246.0,2017,-1,-1,-1,10 м²,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом,1179519.606656581
Villagio Realty,real_estate_agent,Москва,sale,flat,8,16,4,154.0,79000000.0,2022,-1,-1,100 м²,-1,Тимирязевский,Ивановская ,16А,Тимирязевская,Кверкус,512987.012987013
NIKA ESTATE,real_estate_agent,Москва,sale,flat,3,5,2,90.0,80000000.0,-1,-1,-1,50 м²,18 м²,Гагаринский,Андреевская набережная,1,Воробьёвы горы,,888888.8888888889
Whitewill,real_estate_agent,Москва,sale,flat,9,29,4,144.2,79900000.0,-1,-1,-1,100 м²,20 м²,Академический, Ивана Бабушкина,10,Академическая,Вектор-хаус,554091.5395284328
Whitewill,real_estate_agent,Москва,sale,flat,3,28,4,107.1,81000000.0,2022,-1,-1,77 м²,10 м²,Раменки,Винницкая ,8к1,Раменки,Настоящее,756302.5210084034
Villagio Realty,real_estate_agent,Москва,sale,flat,2,6,5,166.6,82000000.0,1998,-1,-1,"102,3 м²",-1,Кунцево,Молодогвардейская ,4К1,Кунцевская,,492196.8787515006
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,35,78,2,83.0,83000000.0,-1,-1,-1,60 м²,5 м²,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,1000000.0
Villagio Realty,real_estate_agent,Москва,sale,flat,2,4,4,180.0,85000000.0,2006,-1,-1,94 м²,-1,Таганский,4-й Крутицкий переулок,14,Пролетарская,,472222.22222222225
Whitewill,real_estate_agent,Москва,sale,flat,3,12,3,110.0,87500000.0,2023,-1,-1,57 м²,"11,9 м²",Сокол, Врубеля,4к1,Сокол,Врубеля 4,795454.5454545454
Whitewill,real_estate_agent,Москва,sale,flat,1,7,2,98.2,89000000.0,-1,-1,-1,70 м²,10 м²,Замоскворечье,Садовническая ,29,Новокузнецкая,BALCHUG RESIDENCE,906313.6456211812
Whitewill,real_estate_agent,Москва,sale,flat,31,32,-1,145.4,89000000.0,2021,-1,Без отделки,"108,1 м²","5,6 м²",Раменки,Кинематографический кв-л,,Мичуринский проспект,Событие ЖК,612104.5392022008
REPLACE,real_estate_agent,Москва,sale,flat,6,18,5,155.5,90000000.0,2009,-1,-1,"119,3 м²",10 м²,Таганский, Талалихина,8,Пролетарская,Дом на Таганке,578778.1350482315
Contact Real Estate,real_estate_agent,Москва,sale,flat,70,97,3,82.0,90000000.0,2017,-1,-1,-1,20 м²,Пресненский,набережная Пресненская,12,Деловой центр,Башня Федерация,1097560.975609756
Аврора Проперти,real_estate_agent,Москва,sale,flat,4,6,2,75.1,93000000.0,2023,-1,-1,-1,15 м²,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa,1238348.8681757657
One Life,real_estate_agent,Москва,sale,flat,15,18,3,176.9,95900000.0,2006,-1,-1,"105,5 м²","19,8 м²",Хорошевский, Гризодубовой,4К4,ЦСКА,Гранд-парк,542114.1888072357
Apple Real Estate,real_estate_agent,Москва,sale,flat,4,12,3,96.8,97000000.0,-1,-1,-1,-1,18 м²,Пресненский,Большой Палашевский переулок,3,Пушкинская,,1002066.1157024794
Whitewill,real_estate_agent,Москва,sale,flat,5,17,-1,217.1,99500000.0,-1,-1,-1,"175,9 м²",15 м²,Тропарево-Никулино,Никулинская ,27,Озёрная,,458314.1409488715
do A.S.A.P.,real_estate_agent,Москва,sale,flat,11,21,4,145.0,100000000.0,2023,-1,-1,-1,26 м²,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров,689655.1724137932
Villagio Realty,real_estate_agent,Москва,sale,flat,19,22,3,148.3,105000000.0,-1,-1,-1,"78,2 м²",-1,Пресненский,Шмитовский проезд,16С1,Улица 1905 года,Шмитовский 16,708024.275118004
CENTURY 21 Premium Property,real_estate_agent,Москва,sale,flat,8,21,5,150.6,106000000.0,2024,-1,-1,"61,6 м²",62 м²,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров,703851.2616201859
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,28,43,4,217.9,110000000.0,-1,-1,-1,-1,20 м²,Фили-Давыдково,Давыдковская ,3,Славянский бульвар,Эдельвейс,504818.7241854061
NIKA ESTATE,real_estate_agent,Москва,sale,flat,8,9,4,128.0,110000000.0,1966,-1,-1,85 м²,12 м²,Тверской,Большая Бронная ,29,Тверская,,859375.0
Villagio Realty,real_estate_agent,Москва,sale,flat,17,17,5,148.0,120000000.0,2022,-1,-1,70 м²,-1,Даниловский,проспект Лихачева,10к1,Технопарк,Квартал на набережной NOW,810810.8108108108
Whitewill,real_estate_agent,Москва,sale,flat,27,31,5,212.0,120000000.0,-1,-1,-1,100 м²,13 м²,Очаково-Матвеевское,Нежинская ,1к1,Давыдково,Кутузовская Ривьера,566037.7358490566
Whitewill,real_estate_agent,Москва,sale,flat,4,8,4,145.4,120000000.0,-1,-1,-1,79 м²,"16,3 м²",Тверской,Тверская ,28к2,Маяковская,,825309.4910591472
Capital Group,developer,Москва,sale,flat,60,85,3,156.6,119799068.0,2015,Монолитный,-,"107,2 м²",-1,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,МФК ОКО,765000.4342273308
Kalinka Group,real_estate_agent,Москва,sale,flat,25,75,3,187.9,125000000.0,2011,-1,-1,-1,-1,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц,665247.4720596061
Villagio Realty,real_estate_agent,Москва,sale,flat,46,47,5,185.1,125000000.0,2018,-1,-1,"120,5 м²",-1,Бутырский,Новодмитровская ,2к7,Дмитровская,Савеловский Сити,675310.6428957321
Villagio Realty,real_estate_agent,Москва,sale,flat,19,32,3,128.3,128900000.0,2024,-1,-1,"101,2 м²",-1,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,1004676.5393608728
Villagio Realty,real_estate_agent,Москва,sale,flat,3,15,4,136.0,129500000.0,2018,-1,-1,"104,9 м²",-1,Беговой,Верхняя ,20к1,Белорусская,Суббота,952205.8823529412
TWEED,real_estate_agent,Москва,sale,flat,30,36,4,143.6,130000000.0,-1,-1,-1,-1,-1,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,Сердце Столицы,905292.4791086351
Kalinka Group,real_estate_agent,Москва,sale,flat,4,6,3,111.47,133836000.0,2020,-1,-1,-1,-1,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa,1200645.913698753
LuxEstate,real_estate_agent,Москва,sale,flat,2,11,4,134.0,135000000.0,2025,-1,Чистовая,-1,25 м²,Дорогомилово,,3к7,Парк Победы,Виктори Парк Резиденсез ЖК,1007462.6865671641
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,4,17,-1,250.0,137000000.0,-1,-1,-1,200 м²,40 м²,Дорогомилово, Дунаевского,7,Студенческая,,548000.0
Whitewill,real_estate_agent,Москва,sale,flat,39,42,4,145.0,138000000.0,-1,-1,-1,87 м²,20 м²,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity,951724.1379310344
Kalinka Group,real_estate_agent,Москва,sale,flat,5,6,3,122.56,147072000.0,2020,-1,-1,-1,-1,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa,1200000.0
Whitewill,real_estate_agent,Москва,sale,flat,5,6,3,146.0,150000000.0,2008,-1,-1,"78,4 м²","19,3 м²",Мещанский,Трубная площадь,2,Трубная,,1027397.2602739726
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,46,73,2,123.0,150000000.0,-1,-1,-1,25 м²,50 м²,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,1219512.1951219512
NIKA ESTATE,real_estate_agent,Москва,sale,flat,16,17,3,87.5,150000000.0,2023,-1,-1,"42,5 м²",40 м²,Беговой,Северный ао,к3,Белорусская,Слава ЖК,1714285.7142857143
CENTURY 21 Premium Property,real_estate_agent,Москва,sale,flat,14,22,-1,180.0,155000000.0,2006,-1,-1,114 м²,22 м²,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас,861111.1111111111
